ILMNID	CHR	MAPINFO	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64
cg00582671	chr1	872235	0.927099746	0.804183976	0.660680328	0.806925375	0.864269975	0.746838371	0.748692161	0.903344469	0.846894247	0.812310054	0.820383087	0.942625822	0.868657372	0.682405371	0.81622451	0.593794265	0.763500853	0.927127213	0.835596432	0.636571937	0.776669216	0.45150566	0.801941876	0.852379295	0.861555958	0.808534744	0.841222454	0.510821816	0.749100526	0.908811796	0.528456948	0.752131199	0.523816059	0.94411105	0.860695555	0.797899044	0.864607446	0.83649957	0.774588764	0.748095599	0.641896205	0.856169322	0.879869166	0.427876332	0.762744995	0.760491734	0.676685896	0.88506214	0.499111084	0.561384885	0.542733612	0.838471654	0.867964558	0.877518598	0.795662219	0.903679574	0.713952113	0.700217967	0.734561591	0.903212195	0.871215377	0.836185042	0.909335667	0.8275171	0.797285622	0.746293376	0.719081039	0.727558277	0.698448706	0.74327968	0.708773999	0.848493631	0.738481911	0.757007681	0.676719752	0.756214033	0.694385682	0.732833661	0.653720934	0.656606984	0.734825282	0.75435087	0.747345297	0.666943723	0.705917432	0.680541639	0.786268352	0.796114082	0.840411191	0.731890396	0.782021779	0.820134715	0.701474415	0.826328223	0.767428484	0.707121393	0.764234855	0.727158581	0.801994536	0.692776256	0.655483623	0.721819104	0.775862879	0.765999172	0.671671181	0.812157887	0.807989592	0.76086723	0.80872379	0.691725226	0.718343449	0.589100759	0.740984581	0.749475308	0.641734355	0.651801359	0.718588046	0.816246223	0.76786523	0.757688443	0.677852946	0.784887127	0.718627876	0.773253538	0.696223032	0.808067451	0.692328544	0.698354249
cg22485363	chr1	872385	0.945973403	0.804263938	0.342864847	0.886727638	0.698395017	0.798847264	0.722591061	0.886421992	0.877706118	0.803520303	0.866314955	0.825095565	0.882983956	0.635400191	0.794837567	0.67455356	0.374090837	0.925335028	0.879527079	0.501083374	0.796012034	0.447664306	0.877262161	0.913328175	0.845306672	0.653956408	0.751015495	0.842675215	0.4621649	0.900134101	0.69826027	0.859961468	0.717921305	0.902036385	0.891553129	0.714258194	0.780730056	0.851001035	0.812172263	0.549029288	0.823561806	0.853561228	0.897502724	0.53115825	0.691905218	0.551238024	0.841641584	0.621714518	0.353703387	0.573597282	0.456204078	0.784015085	0.880749877	0.920379374	0.87023515	0.881924113	0.728347432	0.538115176	0.593892074	0.916368084	0.902058614	0.875006653	0.890026601	0.59008003	0.884571362	0.858460736	0.794916145	0.850431625	0.638928212	0.768304638	0.652404588	0.866237057	0.733503203	0.774968519	0.868570531	0.788987892	0.808481895	0.87309898	0.810955234	0.900528385	0.725378629	0.820882564	0.711848152	0.500721785	0.695872176	0.608493244	0.878755105	0.897254581	0.90268874	0.743096048	0.726390618	0.902791778	0.761929293	0.845789611	0.911580418	0.872450252	0.878718839	0.731630255	0.758077203	0.750986843	0.577996609	0.773890024	0.759841275	0.788208356	0.731906782	0.733608339	0.776738744	0.73276996	0.801319209	0.70562741	0.711176045	0.580283859	0.729046224	0.740412106	0.66736411	0.59133233	0.766041858	0.77585441	0.755044224	0.697478733	0.672882613	0.784249066	0.748656311	0.736268787	0.725441642	0.775874596	0.670288566	0.570445114
cg06036236	chr1	872737	0.868667199	0.841103666	0.569427912	0.875989861	0.860323418	0.781466047	0.83217754	0.793817938	0.86613175	0.852080708	0.839579752	0.889386663	0.904517347	0.854498408	0.501595003	0.804943735	0.810827255	0.856128561	0.807827572	0.617199682	0.800694064	0.73226515	0.85830061	0.863544591	0.889749339	0.614505093	0.734075088	0.625521574	0.679814877	0.739731963	0.57491637	0.851697997	0.305405059	0.877173235	0.864301039	0.816363864	0.84888438	0.781957028	0.807952118	0.782152531	0.635278225	0.823237846	0.864941702	0.445332009	0.895185768	0.850244727	0.852977605	0.829242125	0.641130251	0.599181851	0.832461293	0.803988416	0.819709113	0.887431753	0.717230917	0.712955645	0.75030182	0.717568332	0.729579378	0.916155914	0.887481449	0.893503727	0.820980607	0.756638328	0.779687853	0.805297655	0.753314608	0.69907613	0.671932961	0.778818797	0.766318879	0.92536525	0.721852142	0.745706545	0.707500502	0.694780082	0.743751605	0.699790252	0.69696452	0.718641477	0.746013078	0.773108232	0.69872755	0.769202012	0.715640681	0.677171122	0.850954977	0.831791956	0.848992385	0.757806171	0.73281082	0.81195027	0.739999603	0.844642266	0.720553003	0.717048212	0.80790616	0.757955692	0.784321853	0.64330396	0.641876055	0.670457758	0.810343178	0.782991385	0.648702381	0.822085216	0.852771006	0.868929766	0.882488941	0.658516756	0.765027949	0.687801048	0.845505011	0.712312324	0.688722537	0.710685649	0.694481581	0.786837083	0.781307389	0.720752496	0.731680843	0.791833928	0.861422203	0.78390023	0.700416351	0.862826912	0.696545216	0.69962883
cg13904806	chr1	874697	0.988739962	0.979539718	0.919530172	0.986923459	0.978016245	0.909336667	0.934984554	0.738898671	0.985951623	0.983165294	0.975349513	0.98452732	0.984674228	0.963715794	0.808447259	0.987204045	0.983311269	0.983472605	0.987099185	0.873164618	0.968823588	0.664989046	0.984765711	0.979638386	0.990690729	0.96647996	0.963968201	0.747242958	0.990940111	0.985070275	0.577029665	0.973976213	0.983089993	0.959651107	0.986483705	0.960805292	0.969787051	0.932799426	0.972632342	0.973111825	0.883896873	0.94161825	0.9709587	0.663532285	0.94142198	0.950199463	0.987074778	0.944448645	0.836018262	0.924548125	0.977282272	0.960638024	0.959364575	0.986408514	0.964696368	0.983193023	0.979338796	0.979509256	0.985101536	0.969100816	0.978817418	0.972283141	0.982599098	0.958752937	0.865511171	0.921079668	0.904124257	0.920298056	0.769349934	0.898510751	0.91495502	0.953478005	0.95053151	0.98318706	0.957657529	0.775084131	0.955896414	0.97045012	0.89457911	0.963571145	0.960252156	0.986046253	0.904883328	0.97750032	0.941502346	0.941997979	0.984804714	0.986737955	0.992217458	0.982657358	0.962824782	0.964853231	0.966287562	0.990586053	0.856351402	0.96904297	0.974953953	0.877312699	0.887863917	0.980388446	0.911270859	0.868544767	0.953014791	0.925689961	0.88776757	0.90248014	0.824309129	0.954901949	0.903276905	0.801054888	0.922089285	0.942231511	0.816708966	0.794322923	0.940266456	0.900986958	0.920476622	0.931138672	0.87850564	0.818994472	0.870823788	0.904184208	0.93889246	0.509848923	0.857572627	0.830106344	0.856566058	0.591259121
cg03269716	chr1	874896	0.804729426	0.697481055	0.357210509	0.546105727	0.589534075	0.63813915	0.570698509	0.603410328	0.75145153	0.664979068	0.606133066	0.84235996	0.755000668	0.559298648	0.481942397	0.647325561	0.680445662	0.715947396	0.637395836	0.335555811	0.690994937	0.262799826	0.739009678	0.709088491	0.552871097	0.717809346	0.654111786	0.535323547	0.680532368	0.773777505	0.386264878	0.681093961	0.465942801	0.64125146	0.744153225	0.675472893	0.738532425	0.572611105	0.667028148	0.399429224	0.429655655	0.661857804	0.759577075	0.375137192	0.518678257	0.631125331	0.632344976	0.666096141	0.364340298	0.666600824	0.693678643	0.702193954	0.692449187	0.802778632	0.603258707	0.656881739	0.635313292	0.424571395	0.548551081	0.798811417	0.782663398	0.644547785	0.767928653	0.671965266	0.47167842	0.583532371	0.565342635	0.547426584	0.445082145	0.632444461	0.574581683	0.70004375	0.576687532	0.635301957	0.553731825	0.418147482	0.706138997	0.690969607	0.556097709	0.719126808	0.605716337	0.711299104	0.529973121	0.638844421	0.614892555	0.704366758	0.629233522	0.648352147	0.621741389	0.643227893	0.606947789	0.580729541	0.602307972	0.717073169	0.536887584	0.693830009	0.638018518	0.519560343	0.547877019	0.712970883	0.640743967	0.516794189	0.631407625	0.558730643	0.600336072	0.609504065	0.529491315	0.613288973	0.612570645	0.437811356	0.58332108	0.586145838	0.544479886	0.486305584	0.669672968	0.564253336	0.640931794	0.630022369	0.535292261	0.480384684	0.502903058	0.499280945	0.550420737	0.399041007	0.515983448	0.535751392	0.551175097	0.423276028
cg04121631	chr1	875345	0.301691847	0.069319853	0.045337505	0.0787929	0.321373319	0.206435886	0.191956178	0.151994986	0.317061824	0.128024384	0.143042474	0.146617019	0.330883983	0.271038766	0.073053139	0.113983009	0.083524631	0.188664676	0.165389343	0.048046456	0.108669525	0.067708356	0.613181635	0.399818793	0.38410915	0.132545074	0.189215821	0.116762159	0.335721822	0.10566414	0.064104372	0.111620606	0.183972123	0.046859353	0.279278659	0.345870246	0.066734425	0.114442342	0.16967121	0.220782699	0.068163958	0.092431177	0.259926346	0.132739559	0.368023934	0.098284452	0.123969782	0.07517908	0.177108003	0.075052284	0.079744712	0.320133758	0.151100725	0.31809882	0.147227666	0.145272713	0.256577824	0.099351348	0.23553377	0.36072542	0.615955002	0.386110912	0.429298871	0.143628259	0.088584918	0.137554867	0.130312824	0.197538516	0.11399477	0.203635381	0.170073014	0.489204238	0.14788408	0.161598826	0.168280645	0.071004205	0.129540178	0.188834963	0.135654726	0.146242518	0.199819203	0.197667109	0.148506193	0.163923394	0.161951814	0.168289768	0.179337501	0.164723272	0.245445202	0.152401499	0.14888134	0.17891585	0.168375133	0.199520861	0.121693147	0.140052768	0.235087647	0.146000374	0.118943519	0.197469914	0.152725413	0.154763934	0.181072695	0.220651087	0.202262489	0.215147857	0.353530437	0.474637976	0.482673701	0.082397368	0.175062982	0.174060765	0.38065471	0.059266899	0.214643382	0.196112283	0.1730214	0.211769205	0.182165194	0.096565275	0.163522681	0.160829629	0.477715535	0.164799443	0.170263091	0.370347381	0.130107847	0.092684755
cg23440882	chr1	875880	0.041465793	0.075938258	0.031323014	0.057072008	0.046797039	0.028835756	0.031788166	0.032794644	0.037425358	0.033577369	0.178195577	0.061292325	0.055859326	0.043991999	0.065395417	0.046436625	0.041563204	0.072238819	0.04690059	0.046531216	0.035008097	0.018146085	0.033211737	0.052357667	0.053624513	0.040290235	0.049691133	0.079769506	0.04080027	0.045576378	0.056665995	0.044536264	0.058545521	0.037867739	0.037600197	0.041918077	0.049125012	0.037041051	0.020848712	0.030811091	0.027453725	0.033079307	0.042034776	0.026165339	0.029250653	0.042429962	0.028104212	0.030402379	0.020389787	0.038088899	0.029622589	0.030261889	0.031899516	0.028260656	0.025509377	0.027580889	0.025835206	0.026481474	0.027428376	0.031597685	0.033225405	0.025078827	0.026583691	0.025202233	0.037227198	0.038557356	0.034958415	0.034496905	0.02456976	0.031946448	0.027231959	0.028719368	0.030542222	0.038927008	0.039792258	0.039760235	0.051143858	0.041703291	0.034633354	0.042350126	0.030961875	0.034720363	0.030278924	0.034138466	0.055458128	0.032113965	0.041405175	0.040948914	0.046436541	0.043656751	0.052784448	0.045431143	0.036908463	0.037764766	0.041332865	0.036505323	0.039957363	0.027875457	0.04051439	0.040761612	0.038806543	0.026446271	0.023392571	0.02278292	0.0300217	0.027847851	0.025937558	0.036839959	0.03608511	0.037180641	0.030814357	0.027226649	0.031995519	0.037466678	0.032290542	0.028074057	0.028820789	0.026242417	0.027904748	0.027275933	0.021290902	0.027148145	0.036399793	0.030633432	0.02810561	0.037605333	0.029811768	0.02900775
cg15896339	chr1	876249	0.015010064	0.048294271	0.018537167	0.01987639	0.029630648	0.019251758	0.020948286	0.013259669	0.016125307	0.019893495	0.020071075	0.02045897	0.017782086	0.022411515	0.022365497	0.012245396	0.015556559	0.032575582	0.018581174	0.015792635	0.014577143	0.012586931	0.016458839	0.018573482	0.01602107	0.016285646	0.019581577	0.019593349	0.014854266	0.01776783	0.02072033	0.021123963	0.026524868	0.025011049	0.019000418	0.019415818	0.021374553	0.02091511	0.023635791	0.018249301	0.018075344	0.020025294	0.019122791	0.018909994	0.016988957	0.02673742	0.015169043	0.017540668	0.013520336	0.02031248	0.019973471	0.017675607	0.018143525	0.020802125	0.020872706	0.025023971	0.021550283	0.017677921	0.013974368	0.014263036	0.015316963	0.012736466	0.019887113	0.020755853	0.014839175	0.014881006	0.014990309	0.01603315	0.017286396	0.0198122	0.022232956	0.01722234	0.018397322	0.018590481	0.014209268	0.018438246	0.013651768	0.017875915	0.012890479	0.019036108	0.019693751	0.016379587	0.018392473	0.01264538	0.030304141	0.01794407	0.01288808	0.014098014	0.015867279	0.012194575	0.031194369	0.015139236	0.013553764	0.013520471	0.015424329	0.017123362	0.014308166	0.018886175	0.02807805	0.01684925	0.020571907	0.018103104	0.016406102	0.013786182	0.016125037	0.022434271	0.019370828	0.017181467	0.015424873	0.016936736	0.020719495	0.018484171	0.013685395	0.018655477	0.016932943	0.018968469	0.017111767	0.017340715	0.019345228	0.018838736	0.015268519	0.022077547	0.015575768	0.012983591	0.021103436	0.013179341	0.019949777	0.017458082
cg12454161	chr1	876551	0.222466743	0.177668914	0.119171418	0.469686362	0.12078794	0.263237171	0.337559751	0.287328575	0.266431887	0.414535765	0.196165279	0.688906902	0.177878114	0.441512972	0.286680405	0.207845571	0.149141527	0.17949243	0.184212137	0.284673009	0.194284903	0.146390907	0.689758724	0.378337435	0.147865419	0.210459496	0.210497918	0.172036388	0.173368463	0.238908574	0.178448563	0.378413438	0.143505179	0.208286563	0.377282729	0.187508278	0.227662461	0.216131134	0.244715155	0.406912616	0.211506538	0.194171706	0.613761132	0.213801406	0.583894253	0.198594934	0.14918018	0.15986915	0.436327445	0.206087639	0.379082411	0.211349959	0.25426615	0.180439376	0.237462257	0.238513514	0.273133656	0.176192516	0.192863533	0.577206832	0.705992877	0.403962651	0.440503406	0.273373569	0.172555182	0.235979137	0.200063615	0.273715034	0.260880587	0.255816835	0.224528698	0.496678277	0.228528316	0.242921602	0.237026483	0.204405719	0.20316264	0.249561091	0.195814835	0.222541716	0.212756298	0.236813478	0.275194528	0.211409387	0.187040994	0.246487188	0.252492122	0.227263852	0.22786028	0.256810764	0.223683745	0.209591265	0.218620438	0.243813734	0.263194943	0.176755803	0.273924454	0.253988625	0.253436377	0.246745097	0.260864965	0.242274173	0.213095666	0.256014865	0.277023164	0.243166539	0.476222738	0.411767835	0.457495212	0.23206336	0.234627885	0.195029554	0.430356076	0.195257878	0.262460281	0.21873407	0.23037265	0.274232789	0.238133694	0.231777311	0.224614355	0.249773177	0.39171377	0.373251289	0.251870396	0.460333022	0.271772204	0.212851691
cg09180262	chr1	876870	0.045811889	0.067554566	0.030711985	0.118040692	0.038251663	0.049587839	0.043780387	0.137052665	0.063025231	0.035829758	0.053719642	0.066075828	0.054680799	0.055335881	0.174778232	0.032461381	0.035296334	0.042344695	0.037148759	0.061176218	0.035127736	0.036133955	0.400295062	0.061935089	0.048750879	0.040189096	0.02982025	0.051296567	0.070320974	0.050790176	0.051013613	0.0527771	0.059979951	0.073334953	0.062375598	0.07387156	0.034381102	0.030460126	0.040466016	0.097333134	0.041780323	0.0463734	0.119268788	0.040017986	0.159427277	0.033453234	0.048116139	0.039440499	0.352067644	0.045273994	0.031294544	0.050058581	0.045391046	0.074076402	0.040122747	0.057590813	0.061556905	0.054548191	0.059718729	0.231616088	0.161381767	0.152576967	0.175375262	0.060806398	0.032723845	0.038760456	0.02759971	0.038049483	0.033053658	0.054563924	0.044455677	0.146526606	0.03922556	0.034374425	0.042911961	0.033594488	0.048152795	0.045183538	0.02422159	0.035344011	0.036578498	0.026656046	0.0331828	0.030621522	0.034152084	0.039870725	0.048657815	0.034695708	0.044011107	0.036147874	0.027107233	0.035146143	0.033905787	0.039596168	0.043238626	0.039909583	0.030703888	0.036768339	0.040810515	0.040084191	0.037518678	0.040763907	0.03108282	0.052134697	0.046285141	0.060615642	0.140089068	0.171332259	0.161242474	0.038919031	0.035235749	0.034912722	0.167327821	0.028882133	0.036429472	0.031765625	0.031334059	0.041969794	0.030043958	0.049437038	0.039381851	0.03599297	0.118898876	0.197463093	0.050034811	0.121427483	0.034536236	0.044797027
cg24045482	chr1	876993	0.027476379	0.069404459	0.028611175	0.039613059	0.036236491	0.037351115	0.026032253	0.046985931	0.031701961	0.0345037	0.040033008	0.045140466	0.029341863	0.030678808	0.039306162	0.026453468	0.033063735	0.062091804	0.034756086	0.029453187	0.029842863	0.018597108	0.031199874	0.037479573	0.02601212	0.034677521	0.038062364	0.038842118	0.022871002	0.035070636	0.030865995	0.046769336	0.06164841	0.038163758	0.03146017	0.030924906	0.040872006	0.035750721	0.027898722	0.024743019	0.032099898	0.02829786	0.038782727	0.023027599	0.046707506	0.044540333	0.024763861	0.024853683	0.046280037	0.037162215	0.027069367	0.033243058	0.028484418	0.02774596	0.024957049	0.02815321	0.027703673	0.019706634	0.02329786	0.057875273	0.032258091	0.032578222	0.032366448	0.024918126	0.030488539	0.0281835	0.02953252	0.02351215	0.023570614	0.035466273	0.026483808	0.042058072	0.032599059	0.033324278	0.023867904	0.024677805	0.025853493	0.02637039	0.026059807	0.022524284	0.036819756	0.024895981	0.028522992	0.020056366	0.048904808	0.031643755	0.026897199	0.025293819	0.025715744	0.025280026	0.045469427	0.024679356	0.027662022	0.025986916	0.029047136	0.034526648	0.026723411	0.020359009	0.03896177	0.028903368	0.032865954	0.027323125	0.02629299	0.02515166	0.024108745	0.033747749	0.034438853	0.042553281	0.054654808	0.03253501	0.030761188	0.028128032	0.039812187	0.029250839	0.026652626	0.028590582	0.025163741	0.021828747	0.022241324	0.027604376	0.023557568	0.029446224	0.0380173	0.036329787	0.0249192	0.02894281	0.040735318	0.02304541
cg09988062	chr1	877489	0.018294547	0.043484085	0.019839747	0.03266838	0.038191999	0.02196964	0.021940619	0.013403011	0.022835144	0.017467154	0.023064329	0.020553312	0.02794162	0.02012221	0.022499551	0.022120529	0.018021609	0.035928383	0.023201083	0.017934792	0.024255357	0.014447675	0.017896691	0.025156402	0.019518863	0.022584835	0.016196709	0.030289053	0.020005767	0.022892305	0.030828937	0.02943951	0.031388759	0.026707262	0.020179711	0.020170108	0.020735386	0.019525313	0.020040879	0.020285236	0.022033937	0.024873418	0.030914104	0.020645511	0.014287523	0.030228949	0.022123737	0.020496176	0.071145037	0.022238645	0.022886279	0.021656275	0.022627216	0.021695003	0.033189169	0.020996056	0.020896637	0.021287307	0.02037481	0.014292288	0.013484751	0.012781858	0.021987152	0.020307011	0.019017937	0.020270754	0.014951246	0.017985844	0.016615519	0.028364081	0.022457384	0.016981137	0.019260186	0.020944682	0.018006627	0.02165508	0.015984218	0.026918002	0.014772389	0.020502071	0.020731341	0.021479354	0.019665937	0.015822736	0.035333024	0.016650114	0.018649161	0.019514886	0.019032455	0.017883846	0.0352908	0.019189372	0.016735639	0.016578786	0.019457432	0.01904974	0.018947032	0.01853415	0.020746915	0.016808563	0.025137878	0.019252276	0.018928217	0.020531908	0.019520939	0.022748008	0.013712619	0.012471103	0.011524162	0.019610184	0.023294869	0.018392095	0.01313995	0.0150011	0.01770563	0.018873234	0.019148322	0.023338202	0.022927503	0.023057152	0.022662436	0.024417173	0.013679651	0.013225523	0.021276774	0.013000131	0.021141976	0.01806855
cg22416074	chr1	877641	0.027362933	0.04566187	0.042501682	0.079119044	0.025943046	0.053407576	0.054043223	0.103928363	0.036309513	0.026776925	0.036221782	0.03634812	0.065335217	0.044062787	0.043114805	0.033332776	0.025041403	0.0597609	0.037105677	0.039414597	0.027792222	0.031909831	0.060567089	0.043365675	0.030740796	0.030106631	0.038389252	0.054026048	0.035809581	0.04059476	0.051103992	0.03314169	0.050279681	0.051694396	0.032133731	0.031580735	0.03008049	0.031709255	0.021135867	0.046700309	0.036386174	0.036928986	0.094636611	0.032636824	0.138431268	0.033043726	0.040456118	0.029514196	0.100748355	0.033661032	0.032317375	0.038668246	0.035694666	0.036198452	0.037279549	0.031504936	0.023747609	0.034755039	0.055618919	0.083974965	0.123129554	0.128475625	0.183110756	0.042112538	0.031913668	0.033717321	0.034334243	0.028262539	0.037189159	0.045977761	0.0276868	0.12632673	0.031961245	0.039087187	0.039585834	0.037379818	0.030470386	0.040308778	0.029910053	0.037114402	0.032263228	0.036623406	0.034618908	0.02908895	0.035853411	0.037713476	0.03391152	0.038499301	0.030964447	0.030234924	0.032394946	0.033905161	0.028683546	0.024344756	0.028876382	0.031035131	0.02818881	0.037935137	0.039088482	0.030396843	0.032762089	0.034771525	0.026492697	0.028351286	0.052258078	0.047619745	0.119582982	0.102695824	0.166572839	0.030187789	0.036396762	0.034112604	0.119038995	0.023636309	0.032177182	0.038348066	0.035633571	0.031665698	0.031117372	0.031365612	0.030915215	0.031161483	0.115753527	0.133411951	0.045936059	0.099898392	0.036968189	0.037113712
cg19724344	chr1	877647	0.078353272	0.127101901	0.056311154	0.176921072	0.076019026	0.069369503	0.050668418	0.236906084	0.071031698	0.046828484	0.09780012	0.073635911	0.101229885	0.086664263	0.075733948	0.055451078	0.073499933	0.103472589	0.080521162	0.073224197	0.073122892	0.049300916	0.156665395	0.09161169	0.093112246	0.069148218	0.076141158	0.128132291	0.095164196	0.147435704	0.086340522	0.096352311	0.114553497	0.119544022	0.066910531	0.075249473	0.050786444	0.059792707	0.061953032	0.078034765	0.048730732	0.071473407	0.366415957	0.073674437	0.218152247	0.090580125	0.124623873	0.071448926	0.182384047	0.071868504	0.055106001	0.058697565	0.066412409	0.098049322	0.064579607	0.065785557	0.066566387	0.053529644	0.081791251	0.208950595	0.240247369	0.171156929	0.24238827	0.081142724	0.097665599	0.076175018	0.07053619	0.081748905	0.084649431	0.073092636	0.066229218	0.226872923	0.061779485	0.062161165	0.092233194	0.092677998	0.070246095	0.078642334	0.078231579	0.0690517	0.057927216	0.081850284	0.057635882	0.085008105	0.077937554	0.064133309	0.063481373	0.062315627	0.06412521	0.067303417	0.094032298	0.074695527	0.05900467	0.064139679	0.081304477	0.081024993	0.058362732	0.06924221	0.080415681	0.082469677	0.086272138	0.07129909	0.068396492	0.060898698	0.074248311	0.082994174	0.174279426	0.194464371	0.187201452	0.057881889	0.061499087	0.058794934	0.173719976	0.066007375	0.084195211	0.041674069	0.05806865	0.063011905	0.059810054	0.064849821	0.057313161	0.059874416	0.192516425	0.280599347	0.068656339	0.206612291	0.057793309	0.067562412
cg06838427	chr1	877876	0.031618959	0.077096386	0.035426944	0.174210993	0.025671221	0.038280632	0.042588421	0.194417561	0.038349216	0.046727914	0.050375244	0.044239199	0.040424511	0.032899263	0.04246358	0.029158581	0.040499426	0.122338476	0.052591502	0.052272516	0.033048662	0.045461865	0.310277289	0.071864752	0.031302365	0.056374973	0.045610169	0.050442774	0.043113221	0.03134269	0.028058927	0.037933266	0.083621443	0.049344402	0.055260735	0.043173865	0.025806719	0.044081947	0.045558784	0.065615653	0.049539723	0.058148923	0.068746095	0.039901573	0.205239094	0.038163879	0.040150631	0.038746608	0.191516314	0.045529218	0.044884325	0.040315368	0.028961488	0.057265808	0.044586404	0.055075392	0.04406392	0.046892581	0.04047519	0.208052657	0.201065421	0.207214061	0.440355134	0.042683389	0.051667801	0.056834396	0.04481653	0.046054731	0.045171185	0.051623302	0.034526625	0.214433073	0.044832509	0.036524941	0.060389311	0.044641617	0.04684253	0.046859472	0.04171781	0.042911282	0.036250272	0.044971769	0.055235486	0.047319204	0.039205189	0.040746374	0.06464557	0.057376629	0.044768992	0.041929928	0.038016956	0.040998382	0.044769837	0.05803686	0.055719505	0.031655691	0.040983062	0.052529946	0.051570421	0.051969404	0.037578348	0.046835092	0.034754713	0.056123212	0.054696506	0.067441272	0.218229272	0.208175501	0.210814615	0.057288232	0.042941424	0.046405242	0.195437488	0.051502697	0.040388591	0.041763416	0.051252943	0.043572747	0.047544933	0.065327728	0.043497619	0.053546336	0.205192926	0.220882286	0.051350833	0.218637491	0.100065159	0.059800143
cg10827460	chr1	879375	0.982464239	0.98309216	0.985110697	0.975181553	0.969586102	0.898965692	0.853372018	0.963242542	0.945546613	0.945517159	0.926580214	0.978991574	0.959252846	0.949690079	0.88291998	0.957543749	0.980696669	0.974467491	0.960860342	0.985185247	0.960984508	0.978370727	0.978554409	0.945275942	0.964232054	0.959825588	0.934108349	0.98064614	0.968786968	0.968331856	0.960078986	0.976940725	0.980751622	0.984023618	0.970986878	0.959707725	0.979233174	0.981248816	0.879515268	0.987105242	0.888562807	0.883359555	0.973432222	0.799122569	0.968801492	0.968156093	0.956190996	0.984493042	0.97822401	0.951829726	0.927515617	0.978975896	0.966186389	0.971560988	0.963450915	0.9370903	0.981960718	0.929441121	0.941679098	0.948677593	0.957883994	0.944302294	0.901998708	0.898484654	0.950470394	0.976345898	0.930481275	0.871568653	0.936963999	0.766063915	0.684043706	0.782521158	0.858431647	0.862822902	0.890094938	0.915157831	0.850484171	0.936116996	0.850683786	0.818327217	0.791817317	0.84998666	0.939672085	0.782728163	0.822192676	0.90319962	0.895767282	0.889329279	0.916583122	0.861847674	0.872379182	0.844912807	0.865595164	0.89981668	0.914513633	0.791073984	0.871740281	0.892611381	0.974232202	0.887852412	0.840131122	0.890390765	0.826713892	0.823485584	0.860155436	0.734029546	0.945576574	0.76538187	0.881169215	0.975386904	0.858979387	0.817023037	0.946436002	0.83788012	0.818577162	0.798859266	0.783141357	0.872058471	0.886075925	0.921232123	0.880912456	0.876550516	0.89037679	0.861121622	0.883848066	0.945283118	0.878310996	0.907068847
cg15742605	chr1	879383	0.983405116	0.980414524	0.985942783	0.98248215	0.971386609	0.959918233	0.881934443	0.920791642	0.96343302	0.962938196	0.95681228	0.986447924	0.976811953	0.974226313	0.925070003	0.977603806	0.983628697	0.972983406	0.97769984	0.989894015	0.977814974	0.982992799	0.986510403	0.974185644	0.977142988	0.971129224	0.942719848	0.985344882	0.988701678	0.977603284	0.973906423	0.978363807	0.98381958	0.985279148	0.985306851	0.975470003	0.983283246	0.967382387	0.912886923	0.988251065	0.877497678	0.933245328	0.985836971	0.797696579	0.977162077	0.971877909	0.968665669	0.973453113	0.987703995	0.978596347	0.940482789	0.979634382	0.9663075	0.968199062	0.97338679	0.927897782	0.979725422	0.963699396	0.952439202	0.940530295	0.952257438	0.890922428	0.892810344	0.910491466	0.977686476	0.985902236	0.95571279	0.900094087	0.929777475	0.821816321	0.776455807	0.83061574	0.917452895	0.91975853	0.954525163	0.904851906	0.891306916	0.940537533	0.920256571	0.878891445	0.848562879	0.91199664	0.944416996	0.876076118	0.861957043	0.927411053	0.935973255	0.944397917	0.970965787	0.941952176	0.924346722	0.911972434	0.922814114	0.943392869	0.909079779	0.882008416	0.907559737	0.899063307	0.962074319	0.935050716	0.891505378	0.912699197	0.843939148	0.871614147	0.892782191	0.788264933	0.932539149	0.851701587	0.912263713	0.98209921	0.907279382	0.834600162	0.932824769	0.843019883	0.874003925	0.864629167	0.830545741	0.90604479	0.939370946	0.925111488	0.896862907	0.881491097	0.916325706	0.889228745	0.927852617	0.949188217	0.902579404	0.936124149
